input_name,normalized_name,medical_store_id
"LIFECARE MEDICINES [CT] AST, RAJKOT, RAJKOT",lifecare medicines ct ast rajkot rajkot,6f852414-d19a-4548-8457-f48274837fe1
"LIFECARE PHARMA (CT) NP, RAJKOT, RAJKOT",lifecare pharma ct np rajkot rajkot,939c1717-392a-43af-82ec-a2d9d1de23b2
"LIFECARE PHARMA-NAGESWAR, RAJKOT, RAJKOT",lifecare pharma nageswar rajkot rajkot,8f502b5d-f20d-458a-8878-627bdf6281b8
"LIFECARE PHARMACY [CT] N.P, RAJKOT, RAJKOT",lifecare pharmacy ct n p rajkot rajkot,b0302b7a-e94a-48a0-90b7-8b9e833005f4
"LIFECARE PHARMACY [CT] S.K, RAJKOT, RAJKOT",lifecare pharmacy ct s k rajkot rajkot,b116bb1a-09d4-4bca-aad6-b2638a7c51f5
"LIFECARE PHARMACY- PEDAK, RAJKOT, RAJKOT",lifecare pharmacy pedak rajkot rajkot,33730267-cd79-4930-b1d7-a0b05c02c022
"LIFECARE PHARMCY NAGESHWAR PARK, RAJKOT, RAJKOT",lifecare pharmcy nageshwar park rajkot rajkot,f6eb8efc-26b0-445b-afa8-af4d56d9ac28
"M.D MEDICAL STORE(RAIYA), RAJKOT, RAJKOT",m d medical store raiya rajkot rajkot,2e3ca358-051e-4f58-86a3-8c0a8bb38d02
"M/S BABULAL VISHVNATH BHATT MEDICAL JASD, jasdan, ",m s babulal vishvnath bhatt medical jasd jasdan,49db339e-2c57-4e15-aed0-318ad358bc5c
"MA MEDICAL & GENERIC STORE, RAJKOT, RAJKOT",ma medical generic store rajkot rajkot,da6417a5-8ea1-4707-9875-1dace1df0e83
"MAA ASHAPURA MEDCINES POPTPARA, RAJKOT, RAJKOT",maa ashapura medcines poptpara rajkot rajkot,e8e14831-7571-4615-a2f7-37621ebb9b9d
"MAA ASHAPURA MEDICAL 3, RAJKOT, RAJKOT",maa ashapura medical 3 rajkot rajkot,c7c4ba8b-5c9a-4f88-9a12-85a390483df8
"MAA ASHAPURA MEDICINE [CT] RAIL NAGAR, RAJKOT, RAJ",maa ashapura medicine ct rail nagar rajkot raj,d64cdb17-cd70-4787-bee7-8ad9d31fc2ec
MAA ASHAPURA MEDICINES,maa ashapura medicines,d219e6da-a2ff-49fd-905e-d942ca3842da
MAA ASHAPURA PHARMACY,maa ashapura pharmacy,6dc2dc6c-af5c-4ccf-b85d-79be31143393
MAA MEDICAL STORE,maa medical store,0d65db13-8777-4ace-8ce5-26ddbaa8c06e
MAA MEDICAL STORE (1044),maa medical store 1044,0d65db13-8777-4ace-8ce5-26ddbaa8c06e
"MAA MEDICAL STORE [CT] KO, RAJKOT, RAJKOT",maa medical store ct ko rajkot rajkot,00c82d91-2101-4cdd-af47-c4736ef4714a
"MAA MEDICAL STORE-GHANTESWAR, RAJKOT, RAJKOT",maa medical store ghanteswar rajkot rajkot,8c8ea9f2-833d-4c1b-89ff-052bcdf77711
"MADHAV DRUG, RAJKOT, RAJKOT",madhav drug rajkot rajkot,386b5397-aa58-475d-bf76-92adebf549fc
MADHAV M STORES KOTHARIA,madhav m stores kotharia,0e7573de-21a0-4cfa-8e13-211817ba28f3
MADHAV M STORES KOTHARIA 0678,madhav m stores kotharia 0678,0e7573de-21a0-4cfa-8e13-211817ba28f3
"MADHAV MED STORE [CT] KO.RO, RAJKOT, RAJKOT",madhav med store ct ko ro rajkot rajkot,b1544d36-c221-4dcc-9b11-816c7e1309c1
"MADHAV MEDICAL ( RAIYA EX ) 7, RAJKOT, RAJKOT",madhav medical raiya ex 7 rajkot rajkot,c8d2079c-8154-4583-8aba-2d960009c543
"MADHAV MEDICINE MADHAV PARK, RAJKOT, RAJKOT",madhav medicine madhav park rajkot rajkot,76bee599-d0f6-46b3-9ee9-f2623d1ce73a
"MADHAV MEDICINES MORBI ROAD, RAJKOT, RAJKOT",madhav medicines morbi road rajkot rajkot,1aa9df8d-fc8b-4fcd-8c23-fe5b187d8910
"MADHAV MEDICINES SADHUVASVANI, RAJKOT, RAJKOT",madhav medicines sadhuvasvani rajkot rajkot,adab61f1-2661-4a5e-a228-35bced52ed95
MADHAV MEDICINES SV RD 138,madhav medicines sv rd 138,1267b583-a4bf-4474-9929-649cb5fd2bd5
"MADHAV MEDICINES [CT] G.CHK, RAJKOT, RAJKOT",madhav medicines ct g chk rajkot rajkot,ab20e094-093c-411e-a026-7e342ca2bb01
"MADHAV MEDICINES [CT] MO.RO, RAJKOT, RAJKOT",madhav medicines ct mo ro rajkot rajkot,5cf69676-f212-4ba8-83a0-bfc042bc26c2
"MADHAV MEDICINES [DT] S.V, RAJKOT, RAJKOT",madhav medicines dt s v rajkot rajkot,41d4b885-0def-4f16-8dfd-2cdaf4486c92
"MADHULI M STORE [CT] RAIYA, RAJKOT, RAJKOT",madhuli m store ct raiya rajkot rajkot,b90efe52-2ade-411c-a568-0b91e07279cb
"MADHULI MED&GEN[CT]RAIL NAGAR, RAJKOT, RAJKOT",madhuli med gen ct rail nagar rajkot rajkot,32ebc9af-3b66-471d-b883-56bb3b8640cf
MADHULI MEDICAL STORES,madhuli medical stores,09d2f5f9-c489-4ca5-a868-756794384cbc
"MADHURAM M.STORE sonibazar, RAJKOT, RAJKOT",madhuram m store sonibazar rajkot rajkot,c51fa44e-d2df-4643-aab9-868c684f0246
"MADHURAM MEDICAL STORE 4, RAJKOT, RAJKOT",madhuram medical store 4 rajkot rajkot,2ff58b55-f334-46da-9a6b-f47a8cc2dbdb
"MADHURAM MEDICINES gandhig, RAJKOT, RAJKOT",madhuram medicines gandhig rajkot rajkot,ee3c501f-c4f3-41f2-a9cd-be9aea0b3d72
"MAHADEV MEDICAL STORE-AJIDEM, RAJKOT, RAJKOT",mahadev medical store ajidem rajkot rajkot,8593504d-b1f0-4092-9f89-ee2b10131842
"MAHI MEDICAL STORE (PUNIT), RAJKOT, RAJKOT",mahi medical store punit rajkot rajkot,56642c13-0b44-4917-bd89-97c58759dd65
"MAMTA CHILDREN HOSPITAL [CT] S.T, RAJKOT, RAJKOT",mamta children hospital ct s t rajkot rajkot,40b5c865-94ac-440a-bd93-cbdcbb68578e
"MANAV KALYAN MANDAL TRUST RAJKOT, RAJKOT, RAJKOT",manav kalyan mandal trust rajkot rajkot rajkot,d9008e2c-7bc8-4ed1-8aec-63c867cb7995
"MANAV MED STORE (CT), RAJKOT, RAJKOT",manav med store ct rajkot rajkot,1e8ec365-edb5-40d8-9614-ca0d01b1839f
"MANAV MEDICAL STORE, KALAVAD ROAD, RAJKOT",manav medical store kalavad road rajkot,d55c2aa9-710a-48db-bf93-e14351443f1f
"MANAV MEDICINES bajrangvadi,, RAJKOT, RAJKOT",manav medicines bajrangvadi rajkot rajkot,95cf40f6-bcd5-4b8c-a9c2-623ee8571ff1
"MANGLAM M.HOUSE kalavdrod, RAJKOT, RAJKOT",manglam m house kalavdrod rajkot rajkot,cdc4e4a2-e1b4-4c17-9013-78959b77b47d
"MANGLAM MED STORE [CT] M.R., RAJKOT, RAJKOT",manglam med store ct m r rajkot rajkot,cccb98ac-6e25-4041-b975-67f8ea4b3e3e
"MANGLAM MEDI HOUSE [CT] K.R, RAJKOT, RAJKOT",manglam medi house ct k r rajkot rajkot,283ce57e-185e-4eb8-b9d8-80798979b580
"MANGLAM MEDICINE [CT] N.M, RAJKOT, RAJKOT",manglam medicine ct n m rajkot rajkot,a9645f62-09a4-49d6-94ae-838a7eed164d
"MANGLAM MEDICINES [DT] V.N., RAJKOT, RAJKOT",manglam medicines dt v n rajkot rajkot,1e99ed91-8729-4338-a544-6420dee02804
"MANSI MEDICINES ( MORBI ROAD ) 4, RAJKOT, RAJKOT",mansi medicines morbi road 4 rajkot rajkot,62497148-9f14-466f-93b0-71468eb0f728
"MANSI MEDICINES [CT] MO.ROAD, RAJKOT, RAJKOT",mansi medicines ct mo road rajkot rajkot,fa348240-bcb6-40b4-9835-321902b76a8c
"MANSI MEDICINES- MORBI ROD, RAJKOT, RAJKOT",mansi medicines morbi rod rajkot rajkot,de170d1a-855c-4566-842d-09f98c2713c3
"MARUTI MED STORE [DT] RAIYA, RAJKOT, RAJKOT",maruti med store dt raiya rajkot rajkot,d9c2b5e5-ceb1-4ed8-af96-10bf3fbabf44
"MARUTI MED.STORES mavadi, RAJKOT, RAJKOT",maruti med stores mavadi rajkot rajkot,7d6c0394-6c9e-4d9a-8bca-e23ae8265ad2
"MARUTI MEDICAL STORE [CT] KO, RAJKOT, RAJKOT",maruti medical store ct ko rajkot rajkot,83dbfcac-a8a2-4abd-b168-2cfa459f2fe5
"MARUTI MEDICINES -RAYA NANAVATICHOK, RAJKOT, RAJKO",maruti medicines raya nanavatichok rajkot rajko,9274a7cf-13c2-4408-9b51-4a79314bfde2
"MARUTI MEDICINES [DT]NANAWATI, RAJKOT, RAJKOT",maruti medicines dt nanawati rajkot rajkot,d58ba473-45a7-4720-945e-5e5c3ad0b889
"MARUTI PHARMACY (CT) MO.RO, RAJKOT, RAJKOT",maruti pharmacy ct mo ro rajkot rajkot,cc8689e6-2626-405e-a7f2-b9532d6f2543
"MARUTI PHARMACY- SATTELITECHOK, RAJKOT, RAJKOT",maruti pharmacy sattelitechok rajkot rajkot,d8e71ba0-d2d5-4a15-b995-647ee8e40a39
"MARUTINANDAN PHARMACY [CT] S.K., RAJKOT, RAJKOT",marutinandan pharmacy ct s k rajkot rajkot,b116bb1a-09d4-4bca-aad6-b2638a7c51f5
"MARUTINANDAN PHARMACY [DT] S.K., RAJKOT, RAJKOT",marutinandan pharmacy dt s k rajkot rajkot,8879d166-34f6-4ed3-a4e7-c078f558a3a7
"MARUTINANDAN PHARMACY- RANCHODNAGAR, RAJKOT, RAJ",marutinandan pharmacy ranchodnagar rajkot raj,43673a6c-cbaa-4b04-8a5a-c4b82e0d8cc6
"MARUTINANDAN PHARMACY- RANCHODNAGAR, RAJKOT, RAJKO",marutinandan pharmacy ranchodnagar rajkot rajko,1909f7a8-0c59-4fec-9b28-dfabfade23b3
"MAVJAT MEDICAL SORE, AMARELI, AMARELI",mavjat medical sore amareli amareli,c78ca569-965c-4fc6-9b92-9a5abd614360
"MAVJAT MEDICAL STORE (CT), AMRELI, AMRELI",mavjat medical store ct amreli amreli,f42aa9cb-2dbd-4c3b-9647-7f4f44b124a5
"MAVJAT MEDICAL STORE (DT), AMRELI, AMRELI",mavjat medical store dt amreli amreli,23966985-e83b-4571-8f97-44be93d6fe21
MAVJAT MEDICAL STORE AMRELI,mavjat medical store amreli,d322e39b-076a-4e92-a3bc-dbef0c0c4b29
"MAVJAT MEDICAL STORE, AMRELI, AMRELI",mavjat medical store amreli amreli,d3ca8717-cff8-4797-bba4-4ad5abf54771
"MAYUR MEDICAL & GENERAL STORE-D MART-PED, RAJKOT, ",mayur medical general store d mart ped rajkot,4b69da7e-804f-4cef-8ca1-8d0ace6a0f82
"MAYUR MEDICAL STORE & GENERAL STORE, RAJKOT, RAJKO",mayur medical store general store rajkot rajko,c705aab2-51e8-49e1-9330-a1342f7b52d8
"MEDICINE HUB 24*7, RAJKOT, RAJKOT",medicine hub 24 7 rajkot rajkot,faab8f85-7d65-4a29-b5ce-7a82199a4201
"MEDONE MEDICAL STORE KOTHARIA 2, RANCHHOD NAGAR, R",medone medical store kotharia 2 ranchhod nagar r,479c0e1f-8ef8-445a-995b-573971c90307
"MEDSZI MEDICAL STORE[DT] N.M., RAJKOT, RAJKOT",medszi medical store dt n m rajkot rajkot,870ca978-a9db-4171-970d-a2a8ddf5a8dc
"MEET MEDICINES [CT] RAIYA, RAJKOT, RAJKOT",meet medicines ct raiya rajkot rajkot,03fc130b-7400-4987-8fec-c0e3d516f2e2
"MEET MEDICINS raiyachowkdi, RAJKOT, RAJKOT",meet medicins raiyachowkdi rajkot rajkot,c6375647-adde-46dc-bbdc-3cce08a715a7
"METRO MED & GEN STORE [DT] BHAGVATI PARA, RAJKOT, ",metro med gen store dt bhagvati para rajkot,ed1be977-d3d1-4e18-a700-ea1bb89b78ec
METRO MEDICAL STORE & GENERAL,metro medical store general,3d3c94cd-cfc7-4356-bb08-1530da3ca38d
"METRO PHARMA., RAJKOT, RAJKOT",metro pharma rajkot rajkot,344118fe-181c-4bac-bec2-071fe1632cef
"MILLENNIUM PHARMACY - SITAL PARK, RAJKOT, RAJKOT",millennium pharmacy sital park rajkot rajkot,083f82a7-ec7c-4aca-ba70-f6f333d62320
"MILLENNIUM PHARMACY [CT] SHITAL PARK, RAJKOT, RAJK",millennium pharmacy ct shital park rajkot rajk,7e85483e-ec1f-4d1c-acd7-5d01c68ac04e
"MILLENNIUM PHARMACY, RAJKOT, RAJKOT",millennium pharmacy rajkot rajkot,9ae28c59-c1d3-44c6-aa24-d6347803efe1
MITUL MEDICINES,mitul medicines,4d23a3d0-4257-43f9-8ac5-e23f4e9a3b08
"MIVAAN MEDICINES - PEDAK, RAJKOT, RAJKOT",mivaan medicines pedak rajkot rajkot,464e7780-3a1c-4f14-aa53-056f613e882c
"MORI MEDIZONE(KRISHNA NAGAR), RAJKOT,",mori medizone krishna nagar rajkot,29375353-164c-4140-88bd-d9ea312651fb
MOTIWALA MEDICINES,motiwala medicines,dd60b218-a3da-4426-ae6c-1ced2e263c45
"MOTIWALA MEDICINES [CT]S.K., RAJKOT, RAJKOT",motiwala medicines ct s k rajkot rajkot,67b4040b-68f4-459e-ba81-041cc98fe644
"MOTIWALA MEDICINES sonibaz, RAJKOT, RAJKOT",motiwala medicines sonibaz rajkot rajkot,6065036a-8fb5-44ab-8073-45fe40ecae5b
"MOTIWALA MEDIMALL [DT] KO.RO, RAJKOT, RAJKOT",motiwala medimall dt ko ro rajkot rajkot,5a4309cb-8407-42cd-9680-f2f725357247
"MOTIWALA MEDISHOPEE [DT] S.T., RAJKOT, RAJKOT",motiwala medishopee dt s t rajkot rajkot,f5e793aa-6f9d-4c94-9ca8-5c5aa84de12d
MOTIWALA MEDISHOPPE,motiwala medishoppe,2ac74a9e-d931-4760-8831-8875e63c5900
"MOTIWALA MEDISHOPPE pelece SMR, RAJKOT, RAJKOT",motiwala medishoppe pelece smr rajkot rajkot,3a0cbae3-ed81-4495-8d43-a741e54f3e4e
"MOTIWALA MEDISOPPE, RAJKOT, RAJKOT",motiwala medisoppe rajkot rajkot,f1418abe-4c0f-48a4-ae8b-bb4fd17b99fd
"MURLIDHAR M STORE [DT] G.N., RAJKOT, RAJKOT",murlidhar m store dt g n rajkot rajkot,d320fec2-ff51-43dc-a584-17811f405022
"MURLIDHAR MEDICAL STORE 2, RAJKOT, RAJKOT",murlidhar medical store 2 rajkot rajkot,f47985ae-c5f9-4dd5-937d-6da2d48bc337
MURLIDHAR MEDICAL STORES,murlidhar medical stores,70d2ee6c-888c-42ae-a08a-47ece8c792af
MUSKAN MEDICAL KOTHARIYA,muskan medical kothariya,0aec3f7a-0058-4176-8a64-e378706f3fea
"MUSKAN MEDICAL [CT] KO.RO, RAJKOT, RAJKOT",muskan medical ct ko ro rajkot rajkot,13fe0993-dd39-467b-a87a-f1667c7f2b44
"NAVKAR M STORE [CT] G.N., RAJKOT, RAJKOT",navkar m store ct g n rajkot rajkot,41abc514-8368-4a03-9a2a-4bd48170cbb1
"NAVKAR MED.S.kotharia gaytri, RAJKOT, RAJKOT",navkar med s kotharia gaytri rajkot rajkot,bd0317fa-7426-4b17-aa3c-1c73c5bbed99
NAVKAR MEDICAL STORES,navkar medical stores,b94a5a31-9e20-4b7e-8a01-b769993fcebb
"NEELKANTH M STORE [DT] KO.RD, RAJKOT, RAJKOT",neelkanth m store dt ko rd rajkot rajkot,d52baee8-2af6-4ad4-99a4-1aecf9359d94
"NEELKANTH MEDICAL STORES, RAJKOT, RAJKOT",neelkanth medical stores rajkot rajkot,861d3097-1031-47f2-b478-b704e4dcc31e
"NEW BAJARANG MEDICINESkuvadvar, RAJKOT, RAJKOT",new bajarang medicineskuvadvar rajkot rajkot,eee7d130-4826-40b4-82fe-60524b77e191
"NEW BOMBAY MED [CT] MAVDI, RAJKOT, RAJKOT",new bombay med ct mavdi rajkot rajkot,e603487a-9e1c-4111-878c-cba7b632472f
"NEW BOMBAY MEDICINE - MAVDI, RAJKOT, RAJKOT",new bombay medicine mavdi rajkot rajkot,7e283781-7226-48de-b8d8-50edb0a96465
"NEW BOMBAY MEDICINE [CT] MAVDI, RAJKOT, RAJKOT",new bombay medicine ct mavdi rajkot rajkot,a1cfacfe-5479-4146-9e81-b98cb1da8579
"NEW BOMBAY PHARMACY (CT) AYODHYA, RAJKOT, RAJKOT",new bombay pharmacy ct ayodhya rajkot rajkot,afce5f44-4fab-4c4c-857a-f3da285d2965
"NEW BOMBAY PHARMACY - AYODHYACHOK, RAJKOT, RAJKOT",new bombay pharmacy ayodhyachok rajkot rajkot,46a17455-8970-4a73-a9a2-8c7888b75a43
"NEW BOMBAY PHARMACY, RAJKOT, RAJKOT",new bombay pharmacy rajkot rajkot,46de6369-4742-44c5-8658-6f351ea6458e
"NEW BOMBY MEDICALS mavdi, RAJKOT, RAJKOT",new bomby medicals mavdi rajkot rajkot,064f8710-c9af-4f51-ac73-1ada968713b1
"NEW GANESH MEDIZONE [CT] B.V, RAJKOT, RAJKOT",new ganesh medizone ct b v rajkot rajkot,93774c9d-d2da-4fc6-a8a4-dc654b681b53
"NEW PATEL M & G STORE [CT] KO.RO, RAJKOT, RAJKOT",new patel m g store ct ko ro rajkot rajkot,fc0efc8c-304f-46bd-b316-df5d1951719c
"NEW PATEL M CENTRE[CT] KO.RO, RAJKOT, RAJKOT",new patel m centre ct ko ro rajkot rajkot,86d256d4-1cae-45a8-b99a-dea47fbc4dbe
"NEW PATEL M.CENTER kothariya, RAJKOT, RAJKOT",new patel m center kothariya rajkot rajkot,b44845e3-c88b-43be-839c-56683d766ae3
NEW PATEL MEDICAL CENTRE,new patel medical centre,854b92eb-f4c7-4971-95f1-076e5cc676ea
"NEW RAGHAV MEDI STORE [CT] MO.RO, RAJKOT, RAJKOT",new raghav medi store ct mo ro rajkot rajkot,be3328d5-2337-461a-94f1-9a2098f964b7
"NEW RAGHAV MEDICAL STORE (MO RO) 4, RAJKOT, RAJKOT",new raghav medical store mo ro 4 rajkot rajkot,1a35ddbc-8853-4473-b5bd-16e31aa0d863
"NEW SHREEJI M STORE [CT]KO.RD., RAJKOT, RAJKOT",new shreeji m store ct ko rd rajkot rajkot,593e8dd0-9ebb-4a42-942d-8b3d6851c102
NEW SHREEJI MEDICAL STORES 393,new shreeji medical stores 393,e257ef42-7e91-4820-8988-163f58c2fc2f
"NILKANTH MED.STORE kotharia r, RAJKOT, RAJKOT",nilkanth med store kotharia r rajkot rajkot,41536fc8-b466-4542-8b05-50aec32f8b30
NILKANTH MEDICINE (RAILNAGAR.),nilkanth medicine railnagar,b6fd2d4d-524e-4eff-9208-435289e28e5d
"NILKANTH PHARMACY (CT)N.M, RAJKOT, RAJKOT",nilkanth pharmacy ct n m rajkot rajkot,14b05168-549d-4463-9058-efbc69b5bc58
"NILKANTH PHARMACY, RAJKOT, RAJKOT",nilkanth pharmacy rajkot rajkot,f521e8e0-0c40-4740-b804-a2d6bdb0a263
"NILKANTH PHARMACY-SANSKAR ANKWELL, RAJKOT, RAJKOT",nilkanth pharmacy sanskar ankwell rajkot rajkot,324452fe-dc13-45aa-bd97-641b58b88ea8
NILSAN PHARMACY,nilsan pharmacy,533cf305-af8e-4033-9077-9571bdee77ed
"NILSON PHARMACY [CT] UNI.ROAD, RAJKOT, RAJKOT",nilson pharmacy ct uni road rajkot rajkot,7d38fbf4-7a94-4b41-ac3e-ec79bfd64546
"NILSON PHARMACY, RAJKOT, RAJKOT",nilson pharmacy rajkot rajkot,4fec23ba-3385-4f56-846f-27f081aaebed
"NOBEL MED STORE [DT] K.R, RAJKOT, RAJKOT",nobel med store dt k r rajkot rajkot,a44c4aa3-4097-4ae6-bebc-20bf0ce203c7
"OM MEDI.STORE KOTHARIYAGAM, RAJKOT, RAJKOT",om medi store kothariyagam rajkot rajkot,673aae9e-f883-42ee-bd51-4d2f1c142289
"OM MEDI.STORE, SARADHAR, SARADHAR",om medi store saradhar saradhar,b00f1bd9-8e9f-481f-bc40-d2d0e7eaa8b5
"OM MEDICAL (RAIYA ROAD), RAJKOT, RAJKOT",om medical raiya road rajkot rajkot,5b353936-e39b-40a3-9946-6b59da799a45
"OM MEDICAL AGENCY, RAJKOT, RAJKOT",om medical agency rajkot rajkot,68f4fd21-b090-4775-be24-4fb1968dd12d
OM MEDICAL STORE ANAND NAGAR,om medical store anand nagar,4675f6cb-7343-4c50-8aab-8c7ef0f690ac
OM MEDICAL STORE KOTHARIA 634,om medical store kotharia 634,3a987c07-c5ba-4210-b28a-8a93cafee182
"OM MEDICAL STORE MAVDI, RAJKOT, RAJKOT",om medical store mavdi rajkot rajkot,0dd9a17d-28d5-4879-9172-4d3a8242ee6d
"OM MEDICAL STORE [CT] ANAND NAGAR, RAJKOT, RAJKOT",om medical store ct anand nagar rajkot rajkot,8174cde9-91d7-4847-9159-e1f2ebe9878f
"OM MEDICAL [CT] J.R, RAJKOT, RAJKOT",om medical ct j r rajkot rajkot,82a7c5f4-a67f-4489-a6db-fa0bff353a9b
"OM MEDICINES [CT] RAIYA, RAJKOT, RAJKOT",om medicines ct raiya rajkot rajkot,9e07109d-9f1c-4b6c-9db0-002da96ed648
"OM MEDICINES raiya hanumanma, RAJKOT, RAJKOT",om medicines raiya hanumanma rajkot rajkot,0b8eeda8-d31f-4a18-9168-10e18a1c01c2
"OM MEDICINES, MATODA, MATODA",om medicines matoda matoda,c8b16b5f-6bbe-4446-a431-f6fde5b3db2a
"OM PHARMACY (MAVDI) 1, RAJKOT, RAJKOT",om pharmacy mavdi 1 rajkot rajkot,ed3f9967-8131-4150-bcfa-682f6fb91dc5
"OM PHARMACY -BAPASITARAM MAVDI-2, RAJKOT, RAJKOT",om pharmacy bapasitaram mavdi 2 rajkot rajkot,29faf7f3-81de-4aa6-be13-42f00a5e1978
OM SHANTI MEDICINES,om shanti medicines,27899dbe-af96-41ac-8d07-44dfa7676054
"OM SHANTI MEDICINES BAB. COLONY, RAJKOT, RAJKOT",om shanti medicines bab colony rajkot rajkot,5d307ec2-f3f6-443b-855c-b291e58890ac
"OM SHANTI MEDICINES [CT] KO.RO, RAJKOT, RAJKOT",om shanti medicines ct ko ro rajkot rajkot,8f5b3b36-e8b2-49cd-8c4c-43345efe1bbf
"OM SHANTI MEDICINES- BABRIYA, RAJKOT, RAJKOT",om shanti medicines babriya rajkot rajkot,9e594368-1f43-43a0-97b5-268fc28274a2
"OMKAR MEDICINS V.N., RAJKOT, RAJKOT",omkar medicins v n rajkot rajkot,f6eb73d2-385a-4aa4-abbd-72cefe2bad75
"ONE STOP PHARMACY [CT] S.T., RAJKOT, RAJKOT",one stop pharmacy ct s t rajkot rajkot,17163134-fbc6-4584-be9d-0b505563d761
"ONE STOP PHARMACY, RAJKOT, RAJKOT",one stop pharmacy rajkot rajkot,11036f90-ebd1-404c-ae16-be6f7ae2e352
"ONE STOP PHARMCY - BUS STAND, RAJKOT, RAJKOT",one stop pharmcy bus stand rajkot rajkot,3d567d4e-def4-4ada-8b7b-fa343901458d
"ONLYMED PHARMACY- S.T., RAJKOT, RAJKOT",onlymed pharmacy s t rajkot rajkot,d3cbac46-cfbc-4b83-8b70-95c33ddda3e1
"ORION PHARMACY 4, RAJKOT, RAJKOT",orion pharmacy 4 rajkot rajkot,52bc9872-ebac-4bfc-bc6f-51ec8afbf456
"ORION PHARMACY, RAJKOT, RAJKOT",orion pharmacy rajkot rajkot,1f40da3a-6d89-40b9-a109-4e4128ce1396
OSHO MEDICINES,osho medicines,815d94d2-8c10-4292-a971-30115e79cc5b
"OSHO MEDICINES [CT] K.RD., RAJKOT, RAJKOT",osho medicines ct k rd rajkot rajkot,b7f38501-5165-4b2d-b106-772bac02bbcf
"OSHO MEDICINES kalavadrod, RAJKOT, RAJKOT",osho medicines kalavadrod rajkot rajkot,63669a14-78f4-4715-b526-6a5936f1b7db
"PALAK MEDICAL STORE, RAJKOT, RAJKOT",palak medical store rajkot rajkot,e238c217-c69a-4af6-85f5-011a7683c660
"PALAV MEDICALS [CT] KO.RO, RAJKOT, RAJKOT",palav medicals ct ko ro rajkot rajkot,3cdbd9a4-7c7e-43c6-9115-2e16d466cf41
"PANCHESHWAR MEDICAL SADHUVASVN, RAJKOT, RAJKOT",pancheshwar medical sadhuvasvn rajkot rajkot,d4674595-13b3-4a5f-ad39-05064e5064e7
"PANCHESWAR MEDICAL [CT] U.R., RAJKOT, RAJKOT",pancheswar medical ct u r rajkot rajkot,206002b5-9070-4dd7-a639-f76ce7c1f43c
"PARAS PHARMACY, RAJKOT, RAJKOT",paras pharmacy rajkot rajkot,1c33de74-7aff-4898-874a-a3ed94590133
PARESH CHEMIST,paresh chemist,6b867013-1238-4cdd-ad5e-239ea95fe6da
PARI MEDICINE,pari medicine,2e09d5fd-071a-47d6-87ab-cf87b9f365cd
"PARI MEDICINES [CT] RAIYA, RAJKOT, RAJKOT",pari medicines ct raiya rajkot rajkot,7c55d361-89b8-4337-9068-538275ab11c3
"PARSHVAM MEDICAL STORE MOTI TANKI, RAJKOT, RAJKOT",parshvam medical store moti tanki rajkot rajkot,498e0816-c4cf-4228-8d6e-447e1b953faa
"PARTH CAMEST, RAJKOT, RAJKOT",parth camest rajkot rajkot,fd8db24e-09e5-4acf-9ff5-ff03214c453c
"PARTH CHEMIST [DT] K.R, RAJKOT, RAJKOT",parth chemist dt k r rajkot rajkot,57e2eb22-90e3-460e-adc2-8c006877e669
PARTH MEDICAL STORE LAJAI,parth medical store lajai,bd9124d1-bee2-4c2c-80bf-083939ab2b45
"PARTH PHARMACY [CT] AMBICA T., RAJKOT, RAJKOT",parth pharmacy ct ambica t rajkot rajkot,eabd8b26-d481-403e-b850-26b8ebcb6c63
PARV MEDICINES,parv medicines,74807dd1-e111-4da6-a5eb-11daf88c4ee0
PATEL DRUG,patel drug,24c415da-cd94-4aba-9ff4-228599e2ccc3
"PATEL MED STORE, METODA, METODA",patel med store metoda metoda,d87fe42a-e49f-4d13-a1f6-3fe88c121ad5
"PATEL MEDI STORE [CT] KUVADVA ROAD, RAJKOT, RAJKOT",patel medi store ct kuvadva road rajkot rajkot,a8ae34f0-8d83-4819-a242-48550240b574
PATEL MEDICAL & GENERAL STORE BHAGVATI PARA,patel medical general store bhagvati para,68ba2c20-db83-4556-9594-3d889de5a9ad
PATEL MEDICAL STORE,patel medical store,68ba2c20-db83-4556-9594-3d889de5a9ad
"PATEL MEDICAL STORE (MAVADI) 1, RAJKOT, RAJKOT",patel medical store mavadi 1 rajkot rajkot,453b8d11-88d2-4a0c-bc21-0c42618b97df
"PATEL MEDICINE - MORBI ROD, RAJKOT, RAJKOT",patel medicine morbi rod rajkot rajkot,9eee3eeb-7726-44b4-bba0-b247a09112f6
PATEL MEDICINE MORBI ROAD,patel medicine morbi road,ebdbb25e-13ba-421e-bae8-01d66dde5823
"PATEL MEDICINE [CT] MO.RO, RAJKOT, RAJKOT",patel medicine ct mo ro rajkot rajkot,50c979c0-88dd-4614-a009-5400be1298c5
"PAVAN MEDI STORE [CT]KO.RD., RAJKOT, RAJKOT",pavan medi store ct ko rd rajkot rajkot,4c144ee3-b57c-4440-860e-a983ea0326b4
"PAVAN MEDICAL(SHAPAR VERAVAKL), SHAPAR VERAVAL, SH",pavan medical shapar veravakl shapar veraval sh,9da569b3-6b27-4903-a8e1-3424174be371
"PAVAN MEDICAL, SHAPAR, SHAPAR",pavan medical shapar shapar,94b93407-1e1b-4fc0-9559-70a946de1444
"PAYAL MEDICINE, RAJKOT, RAJKOT",payal medicine rajkot rajkot,0ba00a9f-348a-4776-8c24-7e12eefdaa0c
